tempo,neuronio,tipo
433,19,INH
434,3,EXC
434,4,EXC
434,5,EXC
434,6,EXC
434,7,EXC
434,8,EXC
434,9,EXC
434,10,EXC
434,11,EXC
434,12,EXC
434,13,EXC
434,14,EXC
434,15,EXC
434,16,INH
434,17,INH
434,18,INH
434,19,INH
435,0,EXC
435,1,EXC
435,2,EXC
435,16,INH
435,17,INH
435,18,INH
435,19,INH
436,3,EXC
436,4,EXC
436,5,EXC
436,6,EXC
436,7,EXC
436,8,EXC
436,9,EXC
436,10,EXC
436,11,EXC
436,12,EXC
436,13,EXC
436,14,EXC
436,15,EXC
436,16,INH
436,17,INH
436,18,INH
436,19,INH
437,0,EXC
437,1,EXC
437,2,EXC
437,16,INH
437,17,INH
437,18,INH
437,19,INH
438,3,EXC
438,4,EXC
438,5,EXC
438,6,EXC
438,7,EXC
438,8,EXC
438,9,EXC
438,10,EXC
438,11,EXC
438,12,EXC
438,13,EXC
438,14,EXC
438,15,EXC
438,16,INH
438,17,INH
438,18,INH
438,19,INH
439,0,EXC
439,1,EXC
439,2,EXC
439,16,INH
439,17,INH
439,18,INH
439,19,INH
440,3,EXC
440,4,EXC
440,5,EXC
440,6,EXC
440,7,EXC
440,8,EXC
440,9,EXC
440,10,EXC
440,11,EXC
440,12,EXC
440,13,EXC
440,14,EXC
440,15,EXC
440,16,INH
440,17,INH
440,18,INH
440,19,INH
441,0,EXC
441,1,EXC
441,2,EXC
441,16,INH
441,17,INH
441,18,INH
441,19,INH
442,3,EXC
442,4,EXC
442,5,EXC
442,6,EXC
442,7,EXC
442,8,EXC
442,9,EXC
442,10,EXC
442,11,EXC
442,12,EXC
442,13,EXC
442,14,EXC
442,15,EXC
442,16,INH
442,17,INH
442,18,INH
442,19,INH
443,0,EXC
443,1,EXC
443,2,EXC
443,16,INH
443,17,INH
443,18,INH
443,19,INH
444,3,EXC
444,4,EXC
444,5,EXC
444,6,EXC
444,7,EXC
444,8,EXC
444,9,EXC
444,10,EXC
444,11,EXC
444,12,EXC
444,13,EXC
444,14,EXC
444,15,EXC
444,16,INH
444,17,INH
444,18,INH
444,19,INH
445,0,EXC
445,1,EXC
445,2,EXC
445,16,INH
445,17,INH
445,18,INH
445,19,INH
446,3,EXC
446,4,EXC
446,5,EXC
446,6,EXC
446,7,EXC
446,8,EXC
446,9,EXC
446,10,EXC
446,11,EXC
446,12,EXC
446,13,EXC
446,14,EXC
446,15,EXC
446,16,INH
446,17,INH
446,18,INH
446,19,INH
447,0,EXC
447,1,EXC
447,2,EXC
447,16,INH
447,17,INH
447,18,INH
447,19,INH
448,3,EXC
448,4,EXC
448,5,EXC
448,6,EXC
448,7,EXC
448,8,EXC
448,9,EXC
448,10,EXC
448,11,EXC
448,12,EXC
448,13,EXC
448,14,EXC
448,15,EXC
448,16,INH
448,17,INH
448,18,INH
448,19,INH
449,0,EXC
449,1,EXC
449,2,EXC
449,16,INH
449,17,INH
449,18,INH
449,19,INH
